course_id,subject,order_index
350,"Summarize the core concepts of DevOps, Delivery, Infrastructure as Code, Test Driven Development and Behavior Driven Development.",4
350,"Define how to implement guiding principles including software engineering fundamentals, infrastructure, microservices, automated deployments, and building resilient code.",5
350,"Identify the organizational impact of DevOps by breaking down silos, working in cross functional teams, sharing responsibilities, and creating a blameless environment.",6
351,Explain the key building blocks of a canonical semi-structural QPM.,1
351,Interpret the key model equations from a macroeconomic point of view.,2
351,Implement a simple QPM using a specialized software for macroeconomic modelling.,3
351,"Distinguish the key elements of a QPM in a state-space form (i.e. shocks, observable and unobservable variables, measurement and transition equations, steady-state parameters, equation coefficients).",4
351,"Identify necessary codes for data transformation, filtration and evaluation of the QPM properties.",5
351,Apply the basic IRIS Toolbox functions for solving the model.,6
351,Create output reports using model codes.,7
351,Develop a basic calibration of the QPM.,8
364,How the Manchus conquered Ming China.,1
364,How the last of the imperial dynasties were established.,2
364,How the Qing dynasty became the foundation on which modern China was built.,3
364,How to evaluate the imposition of foreign rule.,4
364,"How to develop your own approaches to history and gain a critical appreciation of China’s literary, philosophical, political and cultural resources.",5
364,How to express ideas more clearly and confidently.,6
365,Designing and modeling for fast feedback and idea sharing,1
365,System optimization with open architectures,2
365,Validating functions and verifying performance,3
365,"Leveraging and enabling the system designs, platforms, and ecosystems",4
365,Lean Startup and Product Innovation Analytics,5
365,Developing the data collection and preparation pipeline for products and services,6
365,"Analyzing the performance and testing hypotheses for usability, fast-feedback, and growth",7
365,Customer experience (CX) validation and enhancement leveraging usability analytics,8
366,How to measure risk,1
366,Estimate the expected return of an asset based on its risk,2
366,Adjust the risk of the equity and debt of a firm when the firm changes its capital structure,3
366,Calculate the weighted average cost of capital (essential input to value of firm),4
367,"Valuation of futures, forward, and options",1
367,Portfolio optimization and the capital asset pricing model (CAPM),2
367,Capital structure decisions within the firm,3
367,The interaction between investing and financing,4
369,Manipulate numeric and textual data types using the R programming language and RStudio or Jupyter Notebooks.,1
369,"Define and manipulate R data structures, including vectors, factors, lists, and data frames.",2
369,"Control program flow, define functions, perform character string and date operations, define regular expressions, and handle errors.",3
369,"Read, write, and save data files and scrape web pages using R.",4
370,"A basic background in the chemical principles, particularly important to analytical chemistry",1
370,The ability to judge the accuracy and precision of experimental data and to show how these judgments can be sharpened by the application of statistical methods,2
370,A wide range of techniques that are useful in modern analytical chemistry,3
370,The skills needed to solve analytical problems in a quantitative manner,4
370,Laboratory skills to obtain high-quality analytical data,5
371,"Learn key serial communication protocols used in the embedded environment including SPI, UARTs and I2C; evaluating their benefits and limitations.",1
371,Learn the features of a Real-time Operating System (RTOS) and how it facilitates multitasking in an embedded system.,2
371,"Develop working embedded prototypes using the Arm CMSIS API, the ST Nucleo F401RE board and low cost parts.",3
371,"Learn hardware and software theory, immediately applied in practice.",4
371,"Apply your knowledge to create a user interface, temperature sensing system, and music player - with ideas to develop each further.",5
371,"Apply threads, mutex, semaphores and interrupts to write a fully-functioning multitasking program.",6
371,"Learndeeper programming skills with C/C++, applying these to use of the powerful CMSIS API.",7
371,Learn staged circuit development and troubleshooting skills.,8
371,Experience working with component data sheets to seek out and apply essential technical detail.,9
371,"Gain a firm foundation to move towards more complex programming, distributed sensing and the IoT, through critical evaluation of systems developed",10
373,daily routine and work,1
373,daily activities at home and with the family,2
373,leisure activities,3
373,life in the city,4
374,How the Mongols created the greatest empire in human history.,1
374,How the Ming dynasty established a new global economy.,2
374,"How New World silver brought together the Americas, Europe, and East Asia.",3
374,How the intellectuals of the East and West spoke directly to each other.,4
374,How to analyze land-based versus sea-based approaches to empire-building.,5
375,Basics of brand management,1
375,Key brand-related terminology,2
375,Important frameworks and principles of branding,3
377,In-depth understanding of a UML class diagram,1
377,Basics of domain modeling and its importance,2
377,"The basic building blocks of a class diagram: the concepts of ""class"", ""attribute"" and ""association""",3
377,"Advanced concepts of ""inheritance"" and ""AssociationClass""",4
382,Demonstrate Python basic skills for developing AI powered Applications.,1
382,Describe the purpose of unit testing and packaging.,2
382,Test your Python code.,3
382,Create a Python Package.,4
388,"Specialised knowledge of histories, forms, and traditions of writing for performance as well as the cultural contexts of innovative practitioners and practices within film and TV; of contemporary critical, analytical, and narrative theories of production;",1
388,script-editing skills within screenwriting industries;,2
